Air-SENSE device,1715620966,32.00,59.51,101048.50,19,27,29
Air-SENSE device,1715620971,32.00,59.40,101049.19,20,27,28
Air-SENSE device,1715620976,32.00,58.82,101048.23,20,27,28
Air-SENSE device,1715620981,31.99,58.35,101049.72,20,28,28
Air-SENSE device,1715620986,31.99,57.68,101047.75,19,27,27
Air-SENSE device,1715620991,31.97,57.23,101047.14,17,24,24
Air-SENSE device,1715620996,31.96,56.78,101049.73,17,26,26
Air-SENSE device,1715621001,31.95,56.36,101047.08,17,27,27
Air-SENSE device,1715621006,31.95,55.39,101049.41,17,27,27
Air-SENSE device,1715621011,31.95,55.47,101048.03,18,28,29
Air-SENSE device,1715621016,31.94,54.74,101045.52,20,28,29
Air-SENSE device,1715621021,31.92,53.56,101044.77,20,27,28
Air-SENSE device,1715621026,31.91,52.83,101047.92,19,27,27
Air-SENSE device,1715621031,31.90,51.82,101041.23,19,32,32
Air-SENSE device,1715621036,31.89,51.19,101051.02,19,31,32
Air-SENSE device,1715621041,31.88,51.04,101047.51,18,28,28
Air-SENSE device,1715621046,31.87,50.58,101045.16,17,27,27
Air-SENSE device,1715621051,31.85,48.95,101044.50,19,27,27
Air-SENSE device,1715621056,31.85,48.38,101045.36,19,28,28
Air-SENSE device,1715621061,31.83,47.64,101046.12,19,30,30
Air-SENSE device,1715621066,31.84,47.39,101049.98,18,29,29
Air-SENSE device,1715621071,31.82,46.67,101050.22,19,28,29
Air-SENSE device,1715621076,31.82,46.44,101048.16,19,29,30
Air-SENSE device,1715621081,31.81,45.28,101044.66,18,28,29
Air-SENSE device,1715621086,31.80,44.88,101046.16,18,28,28
Air-SENSE device,1715621091,31.79,44.24,101045.58,18,27,27
Air-SENSE device,1715621096,31.78,43.42,101044.70,18,25,25
Air-SENSE device,1715621101,31.75,42.87,101047.09,17,27,27
Air-SENSE device,1715621106,31.75,42.42,101050.54,16,27,28
Air-SENSE device,1715621111,31.74,41.77,101047.73,17,29,30
Air-SENSE device,1715621116,31.74,41.55,101047.30,18,29,30
Air-SENSE device,1715621121,31.72,40.66,101047.54,17,29,29
Air-SENSE device,1715621126,31.71,39.96,101046.26,16,26,27
Air-SENSE device,1715621131,31.71,39.87,101046.12,17,25,26
Air-SENSE device,1715621136,31.69,39.12,101047.28,18,27,27
Air-SENSE device,1715621141,31.68,38.44,101047.42,18,27,28
Air-SENSE device,1715621146,31.67,38.33,101044.34,17,24,25
Air-SENSE device,1715621151,31.67,37.83,101044.34,16,24,25
Air-SENSE device,1715621156,31.67,37.43,101041.84,16,24,24
Air-SENSE device,1715621161,31.66,36.87,101044.31,17,26,26
Air-SENSE device,1715621166,31.65,36.39,101041.92,17,27,29
Air-SENSE device,1715621171,31.64,35.98,101044.09,17,25,27
Air-SENSE device,1715621176,31.64,35.52,101047.83,15,25,27
Air-SENSE device,1715621181,31.62,35.05,101042.78,16,22,22
Air-SENSE device,1715621186,31.62,34.60,101048.42,16,23,23
Air-SENSE device,1715621191,31.60,34.41,101046.56,18,23,23
Air-SENSE device,1715621196,31.60,33.95,101047.25,17,23,23
Air-SENSE device,1715621201,31.59,33.46,101046.11,17,23,23
Air-SENSE device,1715621206,31.59,33.45,101045.31,16,26,26
Air-SENSE device,1715621211,31.58,32.85,101044.56,16,24,25
Air-SENSE device,1715621216,31.57,32.73,101047.03,15,23,23
Air-SENSE device,1715621221,31.56,32.35,101045.59,15,23,23
Air-SENSE device,1715621226,31.55,32.25,101047.79,15,23,23
Air-SENSE device,1715621231,31.54,31.95,101045.40,15,26,26
Air-SENSE device,1715621236,31.53,31.50,101044.69,15,25,26
Air-SENSE device,1715621241,31.53,31.45,101045.08,14,25,26
Air-SENSE device,1715621246,31.52,30.99,101046.00,14,24,25
Air-SENSE device,1715621251,31.51,30.84,101045.83,14,21,21
Air-SENSE device,1715621256,31.51,30.90,101045.70,14,19,19
Air-SENSE device,1715621261,31.48,30.23,101044.92,15,19,19
Air-SENSE device,1715621266,31.48,30.25,101045.34,15,21,21
Air-SENSE device,1715621271,31.46,29.82,101042.93,15,27,27
Air-SENSE device,1715621276,31.45,29.66,101048.11,15,27,29
Air-SENSE device,1715621281,31.45,29.81,101046.47,16,29,31
Air-SENSE device,1715621286,31.44,29.46,101048.21,15,28,30
Air-SENSE device,1715621291,31.44,28.96,101048.77,15,25,28
Air-SENSE device,1715621296,31.43,28.82,101044.48,15,23,25
Air-SENSE device,1715621301,31.42,28.60,101045.10,16,24,25
Air-SENSE device,1715621306,31.42,28.47,101043.56,16,24,24
Air-SENSE device,1715621311,31.40,28.26,101042.81,15,26,26
Air-SENSE device,1715621316,31.40,28.47,101041.70,15,24,24
Air-SENSE device,1715621321,31.40,28.02,101041.27,16,23,24
Air-SENSE device,1715621326,31.38,27.66,101044.69,15,22,23
Air-SENSE device,1715621331,31.38,27.64,101042.72,14,21,21
Air-SENSE device,1715621336,31.37,27.27,101041.48,14,21,22
Air-SENSE device,1715621341,31.36,27.10,101042.10,15,22,22
Air-SENSE device,1715621346,31.36,27.02,101047.61,16,22,22
Air-SENSE device,1715621351,31.35,26.95,101046.62,16,24,24
Air-SENSE device,1715621356,31.34,27.00,101038.20,17,24,25
