Air-SENSE device,1715619126,31.27,61.90,101022.00,18,26,26
Air-SENSE device,1715619131,31.29,61.88,101022.20,17,24,25
Air-SENSE device,1715619136,31.30,61.86,101020.45,15,23,23
Air-SENSE device,1715619141,31.30,61.86,101022.52,17,25,27
Air-SENSE device,1715619146,31.31,61.83,101023.23,16,23,25
Air-SENSE device,1715619151,31.34,61.78,101021.53,17,27,27
Air-SENSE device,1715619156,31.34,61.75,101019.47,18,27,28
Air-SENSE device,1715619161,31.34,61.76,101024.02,19,30,31
Air-SENSE device,1715619166,31.34,61.74,101024.45,18,29,30
Air-SENSE device,1715619171,31.35,61.74,101026.11,17,26,27
Air-SENSE device,1715619176,31.36,61.73,101027.39,16,24,25
Air-SENSE device,1715619181,31.37,61.72,101020.54,17,25,25
Air-SENSE device,1715619186,31.39,61.68,101024.20,18,24,25
Air-SENSE device,1715619191,31.39,61.66,101021.19,15,22,23
Air-SENSE device,1715619196,31.40,61.65,101021.48,16,23,24
Air-SENSE device,1715619201,31.42,61.63,101018.95,16,23,24
Air-SENSE device,1715619206,31.44,61.60,101021.23,17,24,24
Air-SENSE device,1715619211,31.44,61.56,101023.44,16,23,24
Air-SENSE device,1715619216,31.45,61.54,101024.71,16,23,24
Air-SENSE device,1715619221,31.44,61.56,101018.62,16,23,25
Air-SENSE device,1715619226,31.45,61.54,101023.59,16,22,25
Air-SENSE device,1715619231,31.48,61.51,101025.23,17,24,28
Air-SENSE device,1715619236,31.49,61.49,101025.52,17,26,29
Air-SENSE device,1715619241,31.51,61.46,101019.94,17,27,30
Air-SENSE device,1715619246,31.51,61.45,101021.05,16,27,28
Air-SENSE device,1715619251,31.53,61.42,101022.36,16,25,26
Air-SENSE device,1715619256,31.53,61.38,101022.36,15,25,25
Air-SENSE device,1715619261,31.55,61.39,101024.65,17,23,23
Air-SENSE device,1715619266,31.56,61.35,101019.44,16,23,23
Air-SENSE device,1715619271,31.58,61.31,101023.75,17,24,24
Air-SENSE device,1715619276,31.60,61.27,101021.35,15,24,24
Air-SENSE device,1715619281,31.61,61.25,101020.04,17,27,27
Air-SENSE device,1715619286,31.62,61.22,101023.51,17,27,27
Air-SENSE device,1715619291,31.62,61.24,101022.12,17,26,27
Air-SENSE device,1715619296,31.64,61.22,101023.57,16,25,26
Air-SENSE device,1715619301,31.66,61.21,101024.61,15,22,24
Air-SENSE device,1715619306,31.66,61.18,101025.56,16,24,25
Air-SENSE device,1715619311,31.66,61.20,101020.22,16,23,23
Air-SENSE device,1715619316,31.67,61.19,101017.75,16,24,25
Air-SENSE device,1715619321,31.67,61.19,101016.80,16,23,24
Air-SENSE device,1715619326,31.69,61.17,101018.93,15,22,22
Air-SENSE device,1715619331,31.70,61.16,101016.37,17,24,25
Air-SENSE device,1715619336,31.72,61.13,101022.59,16,26,27
Air-SENSE device,1715619341,31.71,61.13,101015.97,17,23,24
Air-SENSE device,1715619346,31.72,61.12,101017.77,16,23,24
Air-SENSE device,1715619351,31.72,61.15,101020.69,17,22,22
Air-SENSE device,1715619356,31.74,61.10,101019.07,18,25,25
Air-SENSE device,1715619361,31.73,61.13,101015.50,17,26,29
Air-SENSE device,1715619366,31.74,61.15,101017.01,17,26,29
Air-SENSE device,1715619371,31.75,61.14,101016.64,16,24,29
Air-SENSE device,1715619376,31.75,61.14,101015.42,15,23,28
Air-SENSE device,1715619381,31.76,61.14,101016.67,15,25,25
Air-SENSE device,1715619386,31.78,61.12,101015.91,17,27,27
Air-SENSE device,1715619391,31.80,61.10,101015.70,16,26,26
Air-SENSE device,1715619396,31.80,61.09,101013.38,16,25,25
Air-SENSE device,1715619401,31.80,61.11,101016.12,15,23,23
Air-SENSE device,1715619406,31.80,61.11,101014.48,16,26,26
Air-SENSE device,1715619411,31.81,61.11,101017.53,16,25,27
Air-SENSE device,1715619416,31.81,61.11,101015.20,17,26,28
Air-SENSE device,1715619421,31.83,61.12,101017.45,16,25,26
Air-SENSE device,1715619426,31.84,61.10,101015.72,16,25,25
Air-SENSE device,1715619431,31.85,61.07,101015.31,14,24,24
Air-SENSE device,1715619436,31.87,61.08,101013.73,16,23,24
Air-SENSE device,1715619441,31.88,61.05,101012.39,16,26,27
Air-SENSE device,1715619446,31.88,61.04,101015.56,16,26,27
Air-SENSE device,1715619451,31.90,61.02,101012.57,16,27,27
Air-SENSE device,1715619456,31.89,61.06,101011.76,16,25,25
Air-SENSE device,1715619461,31.91,61.03,101013.06,16,23,24
Air-SENSE device,1715619466,31.93,61.00,101011.87,17,23,25
Air-SENSE device,1715619471,31.92,61.00,101015.41,17,25,28
Air-SENSE device,1715619476,31.94,61.01,101012.32,17,25,26
Air-SENSE device,1715619481,31.94,60.98,101010.52,17,23,25
Air-SENSE device,1715619486,31.95,60.99,101012.22,16,22,25
Air-SENSE device,1715619491,31.95,61.02,101016.78,18,23,24
